,Compound,Date,Negative,Neutral,Positive,Tweet_account,text
235,0.6597,Mon Jan 08 17:30:04 +0000 2018,0.759,0.0,0.241,@CNN,"oprah winfrey is actively thinking about running for president in 2020, two of her close friends tell cnn… https://t.co/bpvatgk2ia"
236,0.3612,Mon Jan 08 17:20:04 +0000 2018,0.865,0.0,0.135,@CNN,"h&amp;m apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/0ykh8qiuiu"
237,0.0,Mon Jan 08 17:10:11 +0000 2018,1.0,0.0,0.0,@CNN,billionaire democratic megadonor tom steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdc74n9m
238,0.4404,Mon Jan 08 17:00:04 +0000 2018,0.818,0.0,0.182,@CNN,everything you need to know about tonight's college football playoff national championship https://t.co/fhsvojp9xx https://t.co/bdg4tvjg7f
239,0.0,Mon Jan 08 16:51:02 +0000 2018,1.0,0.0,0.0,@CNN,"sen. bob corker, who is traveling today on air force one with president trump, has repaired his relationship with t… https://t.co/08w6rf7ujf"
240,0.5267,Mon Jan 08 16:40:12 +0000 2018,0.638,0.0,0.362,@CNN,samantha barry named glamour editor-in-chief https://t.co/51ofih4ckf https://t.co/lqlxbv0giz
241,0.0,Mon Jan 08 16:40:12 +0000 2018,1.0,0.0,0.0,@CNN,oprah knew exactly what she was doing on sunday night | analysis by @cillizzacnn https://t.co/xjkabk5x6i https://t.co/chr4ujaghv
242,0.0,Mon Jan 08 16:30:16 +0000 2018,1.0,0.0,0.0,@CNN,"britain's princess charlotte, youngest child of the duke and duchess of cambridge, started nursery school on monday… https://t.co/xqncxjp0ql"
243,0.0,Mon Jan 08 16:20:10 +0000 2018,1.0,0.0,0.0,@CNN,"in a 1999 interview with larry king, donald trump said that his first choice for a running mate would be oprah winf… https://t.co/0mpszmaslr"
244,-0.7845,Mon Jan 08 16:12:47 +0000 2018,0.683,0.317,0.0,@CNN,"two people injured after a fire broke out on the roof of trump tower in new york city, authorities say… https://t.co/ljidjeyptm"
245,0.8126,Mon Jan 08 16:00:49 +0000 2018,0.684,0.0,0.316,@CNN,"""she knows how to win""

""i adore oprah""

here's what trump tweeted about oprah in 2012: https://t.co/5tipfwfnkt https://t.co/fvvhtjwdgi"
246,0.2732,Mon Jan 08 15:47:11 +0000 2018,0.89,0.0,0.11,@CNN,"the trump administration will end protections for certain nationals of el salvador, a source familiar with the deci… https://t.co/80o0zx0bad"
247,-0.5574,Mon Jan 08 15:37:42 +0000 2018,0.825,0.175,0.0,@CNN,"noaa announces 2017 was the most expensive year on record for us weather disasters, costing $306 billion… https://t.co/hsuu12ih9l"
248,0.0,Mon Jan 08 15:26:10 +0000 2018,1.0,0.0,0.0,@CNN,here's what oprah winfrey said at the golden globes last night https://t.co/5ohzo0lf7s https://t.co/92jg52kii2
249,0.6597,Mon Jan 08 15:13:17 +0000 2018,0.779,0.0,0.221,@CNN,"just in: oprah winfrey is actively thinking about running for president in 2020, two of her close friends tell cnn… https://t.co/mtofbfs1hj"
250,0.0,Mon Jan 08 14:50:34 +0000 2018,1.0,0.0,0.0,@CNN,"in the us, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012… https://t.co/cadgllpveh"
251,0.7717,Mon Jan 08 14:36:15 +0000 2018,0.676,0.0,0.324,@CNN,stars transformed the red carpet. shows featuring women won awards. then oprah stole the show.… https://t.co/urxyckacno
252,0.0,Mon Jan 08 14:20:45 +0000 2018,1.0,0.0,0.0,@CNN,"former independent counsel ken starr said monday it's ""probable"" that president trump will be interviewed face-to-f… https://t.co/zluzopoxsl"
253,0.3612,Mon Jan 08 14:05:03 +0000 2018,0.839,0.0,0.161,@CNN,oprah's golden globes speech sounds like the start of a presidential campaign | via @brianstelter… https://t.co/mijs85yfb2
254,0.0,Mon Jan 08 13:54:42 +0000 2018,1.0,0.0,0.0,@CNN,"meet kathryn smith, the first woman to become a full-time coach in the nfl.

#bossfiles with @poppyharlowcnn: 

lis… https://t.co/w2dxx3adxg"
255,0.3612,Mon Jan 08 13:39:36 +0000 2018,0.865,0.0,0.135,@CNN,"h&amp;m apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/y7ebbzfcj5"
256,0.34,Mon Jan 08 13:25:15 +0000 2018,0.876,0.0,0.124,@CNN,a former adviser to president trump's presidential campaign says giving author michael wolff access at the white ho… https://t.co/ekcquec7w5
257,0.1511,Mon Jan 08 13:10:04 +0000 2018,0.93,0.0,0.07,@CNN,"""i want all the girls watching here, now, to know that a new day is on the horizon!"": read oprah winfrey's rousing… https://t.co/5maxnkzr8l"
258,0.7717,Mon Jan 08 13:01:35 +0000 2018,0.705,0.0,0.295,@CNN,"stars transformed the red carpet. shows featuring women won awards. then oprah stole the show. 

the #goldenglobes… https://t.co/3mmtfjdlmj"
259,0.0,Mon Jan 08 12:50:13 +0000 2018,1.0,0.0,0.0,@CNN,"rt @newday: will president trump meet with robert mueller in the russia probe?

sen. richard blumenthal says, ""unquestionably, there has to…"
260,0.0,Mon Jan 08 12:50:02 +0000 2018,1.0,0.0,0.0,@CNN,"5 things for monday:

- #goldenglobes
- politics
- north and south korea
- las vegas shooting
- weather… https://t.co/ykrfgeq2zd"
261,0.0,Mon Jan 08 12:40:06 +0000 2018,1.0,0.0,0.0,@CNN,"president trump's physical is scheduled for friday, but it's unlikely to shed light on the president's mental fitne… https://t.co/vc7h9eofde"
262,0.4767,Mon Jan 08 12:30:03 +0000 2018,0.721,0.0,0.279,@CNN,here's the full list of #goldenglobes winners https://t.co/llzbw8gahu https://t.co/2txnmjw2kq
263,0.0,Mon Jan 08 12:20:07 +0000 2018,1.0,0.0,0.0,@CNN,congress returns this week with just eight legislative days before a possible government shutdown… https://t.co/elaav9i8fv
264,0.0,Mon Jan 08 12:10:06 +0000 2018,1.0,0.0,0.0,@CNN,"president trump has deleted a tweet citing his ""consensual presidency"" https://t.co/9fvaoy07s3 https://t.co/mk7yigsrtq"
265,0.0,Mon Jan 08 12:00:17 +0000 2018,1.0,0.0,0.0,@CNN,"""we went to church"": reactions to oprah's speech https://t.co/yhsjcnpzab https://t.co/bjbqk0pjen"
266,0.0,Mon Jan 08 11:53:05 +0000 2018,1.0,0.0,0.0,@CNN,"if mitt romney wants to become utah's next senator, there's virtually nothing standing in the 2012 republican presi… https://t.co/mcjmea9mf0"
267,-0.34,Mon Jan 08 11:52:33 +0000 2018,0.897,0.103,0.0,@CNN,"rt @newday: fmr. trump campaign adviser michael caputo on michael wolf's 'fire &amp; fury': ""this book is trash.""

cnn's @chriscuomo: ""you guys…"
268,0.0,Mon Jan 08 11:43:05 +0000 2018,1.0,0.0,0.0,@CNN,a record-breaking 22 women are now serving in the us senate https://t.co/0heto3afvb https://t.co/qx8e0zmfuc
269,0.7717,Mon Jan 08 11:34:12 +0000 2018,0.676,0.0,0.324,@CNN,stars transformed the red carpet. shows featuring women won awards. then oprah stole the show.… https://t.co/cfqfzkm3ga
270,0.0,Mon Jan 08 11:14:02 +0000 2018,1.0,0.0,0.0,@CNN,"us president donald trump has deleted a tweet citing his ""consensual presidency"" (when the actual quote called it '… https://t.co/gp7y9empr6"
271,0.1154,Mon Jan 08 11:06:07 +0000 2018,0.741,0.094,0.165,@CNN,the golden globes delivered powerful messages about and from women - but also highlighted the awkward challenge of… https://t.co/7iwhwkapzt
272,0.2023,Mon Jan 08 11:03:44 +0000 2018,0.752,0.106,0.142,@CNN,"""there's only one viewer you care about,"" cnn's jake tapper tells trump aide stephen miller during fiery interview… https://t.co/thqffgsme3"
273,0.4767,Mon Jan 08 10:58:09 +0000 2018,0.744,0.0,0.256,@CNN,the complete list of all the #goldenglobes winners. https://t.co/zvfjdbjbto https://t.co/8a9qztfy9d
274,0.0,Mon Jan 08 10:48:07 +0000 2018,1.0,0.0,0.0,@CNN,"in the us, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012 https://t.co/1ijoezm2bi"
275,0.0,Mon Jan 08 10:45:11 +0000 2018,1.0,0.0,0.0,@CNN,barack obama will be the first guest on david letterman's new netflix show https://t.co/tmvxl0b7jx https://t.co/0dlwyjdcno
276,-0.6124,Mon Jan 08 10:39:59 +0000 2018,0.84,0.16,0.0,@CNN,"after a brutally cold weekend in the us, nearly 83 million people across the midwest and parts of the south east ar… https://t.co/l6vpm2ltn7"
277,0.4767,Mon Jan 08 10:30:25 +0000 2018,0.687,0.0,0.313,@CNN,comedian stephen colbert extends trump satire into animated realm https://t.co/dd3dxw1aur https://t.co/kwng1qeaf9
278,0.765,Mon Jan 08 10:15:19 +0000 2018,0.68,0.0,0.32,@CNN,trump's first-year jobs record was strong. just not as strong as obama's last year. https://t.co/pmic4s7ogh https://t.co/sc4pzjtj5p
279,-0.7269,Mon Jan 08 10:00:29 +0000 2018,0.621,0.379,0.0,@CNN,"""fire and fury"" publisher is rushing to print more books https://t.co/vkbsvezp4a https://t.co/dlxpwi0e0s"
280,0.765,Mon Jan 08 09:45:11 +0000 2018,0.68,0.0,0.32,@CNN,trump's first-year jobs record was strong. just not as strong as obama's last year. https://t.co/hj8or1hljk https://t.co/51otzhadxq
281,-0.34,Mon Jan 08 09:32:13 +0000 2018,0.876,0.124,0.0,@CNN,"during a fiery interview with cnn's jake tapper?, white house senior policy adviser stephen miller called former wh… https://t.co/8cntgw132x"
282,0.5267,Mon Jan 08 09:15:04 +0000 2018,0.703,0.082,0.215,@CNN,"jetblue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. all 21,00… https://t.co/eccur8civc"
283,0.5267,Mon Jan 08 09:00:29 +0000 2018,0.703,0.082,0.215,@CNN,"jetblue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut. all 21,00… https://t.co/08koq5d9je"
284,0.0,Mon Jan 08 08:57:05 +0000 2018,1.0,0.0,0.0,@CNN,"spacex kicked off the new year with a mystery-shrouded mission to deliver a government spacecraft, called zuma, int… https://t.co/uputsc0b7j"
285,-0.5423,Mon Jan 08 08:51:11 +0000 2018,0.83,0.17,0.0,@CNN,an oil tanker that collided with a freight ship off the east coast of china was still on fire monday and at risk of… https://t.co/zjyxalkwxk
286,0.4767,Mon Jan 08 08:50:04 +0000 2018,0.744,0.0,0.256,@CNN,the complete list of all the #goldenglobes winners. https://t.co/upt6yixgr6 https://t.co/xp1bzlqkli
287,0.3182,Mon Jan 08 08:45:04 +0000 2018,0.859,0.0,0.141,@CNN,"federal authorities are actively investigating allegations of corruption related to the clinton foundation, accordi… https://t.co/dl7yax9yjb"
288,0.0,Mon Jan 08 08:30:11 +0000 2018,1.0,0.0,0.0,@CNN,a record-breaking 22 women are now serving in the us senate https://t.co/3jsa1g2og9 https://t.co/owxu1244nf
289,0.4215,Mon Jan 08 08:30:03 +0000 2018,0.763,0.0,0.237,@CNN,women take center stage at powerful #goldenglobes ceremony https://t.co/tn9fucv2ye https://t.co/jxywi8jer1
290,0.5423,Mon Jan 08 08:25:07 +0000 2018,0.844,0.0,0.156,@CNN,oprah winfrey became the first black woman to receive the cecil b. demille award at the #goldenglobes and accepted… https://t.co/dcxq0uksnf
291,-0.25,Mon Jan 08 08:19:12 +0000 2018,0.895,0.105,0.0,@CNN,"one of the bbc's most senior international journalists has resigned her post, slamming the news organization's ""sec… https://t.co/rtivql6ira"
292,0.3182,Mon Jan 08 08:15:07 +0000 2018,0.732,0.0,0.268,@CNN,exclusive: top pence aides quietly depart in new year https://t.co/zhjwas2l5z https://t.co/a3r21sneyg
293,-0.6859,Mon Jan 08 08:01:02 +0000 2018,0.78,0.22,0.0,@CNN,"""donald trump is a very dangerous man. he does not belong in the presidency. ... i'm not going to support any membe… https://t.co/pnwjuqgtoa"
294,-0.5267,Mon Jan 08 07:45:10 +0000 2018,0.703,0.215,0.082,@CNN,"black unemployment is at its lowest point on record, yet it's still well above the jobless rate for white, hispanic… https://t.co/thaz7iques"
295,0.0,Mon Jan 08 07:30:18 +0000 2018,1.0,0.0,0.0,@CNN,"oprah winfrey may have squashed speculation of a potential presidential bid in 2020, but #goldenglobes host seth me… https://t.co/1kwj1j6ahb"
296,-0.6124,Mon Jan 08 07:30:10 +0000 2018,0.688,0.312,0.0,@CNN,iceland just made it illegal to pay women less than men https://t.co/odq6r5aeec https://t.co/7evwtrdywy
297,0.0,Mon Jan 08 07:15:21 +0000 2018,1.0,0.0,0.0,@CNN,cold weather in florida has caused frozen iguanas to fall from trees https://t.co/aaksdz0gsk https://t.co/wbbdiyaepg
298,-0.3182,Mon Jan 08 07:00:20 +0000 2018,0.892,0.108,0.0,@CNN,pope francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of naga… https://t.co/zmqhx35dod
299,0.0,Mon Jan 08 11:00:58 +0000 2018,1.0,0.0,0.0,@Fox,"@mountain_ghosts a bunch of repos on github and random tweets, mostly."
300,0.7003,Mon Jan 08 10:20:35 +0000 2018,0.755,0.0,0.245,@Fox,"rt @jesslynnrose: want to share your ideas with the world?

i'm running a free webinar series on public speaking, aimed at getting you on s…"
301,-0.3818,Mon Jan 08 09:52:20 +0000 2018,0.708,0.181,0.111,@Fox,"?

“white privilege is an absence of cultural expectations, an absence of violence enacted on your ancestors becaus… https://t.co/kjkijnwwhz"
302,0.1531,Mon Jan 08 09:41:04 +0000 2018,0.929,0.0,0.071,@Fox,"“we placate ourselves with the fallacy of meritocracy by insisting that we just don’t see race.

to claim to not se… https://t.co/l54ttwldng"
303,0.0,Mon Jan 08 07:22:13 +0000 2018,1.0,0.0,0.0,@Fox,"squad goals—natalie portman.

https://t.co/tqh3f728sj"
304,0.296,Mon Jan 08 05:11:05 +0000 2018,0.901,0.0,0.099,@Fox,"@web_goddess yep, the cost depends on the amount of tickets. we also have to find people to cover childcare + live… https://t.co/xvm6lpxqbg"
305,0.3182,Mon Jan 08 05:08:00 +0000 2018,0.909,0.0,0.091,@Fox,"“for too long women have not been heard or believed if they dared to speak the truth to power. 

the time of brutal… https://t.co/zjh4q1rkzq"
306,0.802,Mon Jan 08 05:04:22 +0000 2018,0.455,0.0,0.545,@Fox,@butwhoiskat email is best :) hi at thefox.is.
307,0.0,Sun Jan 07 23:36:57 +0000 2018,1.0,0.0,0.0,@Fox,@callmevlad what i mean is that organisations don’t recognise community work as “valuable experience” outside of re… https://t.co/1atdscbocn
308,-0.296,Sun Jan 07 23:17:28 +0000 2018,0.476,0.524,0.0,@Fox,stop whitewashing diversity.
309,0.636,Sun Jan 07 23:17:08 +0000 2018,0.193,0.0,0.807,@Fox,@mylesborins congratulations! ?
310,-0.6478,Sun Jan 07 23:15:04 +0000 2018,0.763,0.237,0.0,@Fox,"what really annoys me is no companies recognising community work while here i am doing product, sales, design, deve… https://t.co/47oqlduqux"
311,-0.5707,Sun Jan 07 23:06:14 +0000 2018,0.39,0.61,0.0,@Fox,"@maybekatz no bras, no masters!"
312,0.5267,Sun Jan 07 22:06:10 +0000 2018,0.708,0.066,0.226,@Fox,"@web_goddess yep, there’s nothing here for senior staff. i wouldn’t look for opportunities in australia. the pay is… https://t.co/vd7wdv6qzf"
313,-0.2862,Sun Jan 07 21:27:38 +0000 2018,0.745,0.153,0.102,@Fox,"it’s deeply saddening to see very little to zero commitment to progressing the tech industry, especially from tech giants."
314,0.6486,Sun Jan 07 21:23:06 +0000 2018,0.762,0.0,0.238,@Fox,to make it clear: the support for jsconf and cssconf australia diversity programs comes from a few smaller australi… https://t.co/p4ooemtijl
315,0.0,Sun Jan 07 06:04:08 +0000 2018,1.0,0.0,0.0,@Fox,i’ve spent a little bit of time with my photo backlog today and decided to publish a few selected shots to… https://t.co/erhjfvffzs
316,0.8122,Sun Jan 07 04:16:20 +0000 2018,0.682,0.0,0.318,@Fox,"@unsplash ????? that makes sense, thank you! 

probably good idea to add it somewhere to the help section as i coul… https://t.co/wwyzek5lew"
317,0.0,Sun Jan 07 04:10:19 +0000 2018,1.0,0.0,0.0,@Fox,"rt @lilyevansmfc: why some women are ""rude"" or ""cold"" or ""standoffish"" to men in public: a thread"
318,0.4754,Sun Jan 07 03:59:03 +0000 2018,0.655,0.116,0.229,@Fox,"rt @veryann0yed: reasons to hit the gym that aren’t patriarchal beauty standards:
- outrun the cops
- outlive ur enemies
- more stamina for…"
319,0.0,Mon Jan 08 11:00:58 +0000 2018,1.0,0.0,0.0,@Fox,"@mountain_ghosts a bunch of repos on github and random tweets, mostly."
320,0.7003,Mon Jan 08 10:20:35 +0000 2018,0.755,0.0,0.245,@Fox,"rt @jesslynnrose: want to share your ideas with the world?

i'm running a free webinar series on public speaking, aimed at getting you on s…"
321,-0.3818,Mon Jan 08 09:52:20 +0000 2018,0.708,0.181,0.111,@Fox,"?

“white privilege is an absence of cultural expectations, an absence of violence enacted on your ancestors becaus… https://t.co/kjkijnwwhz"
322,0.1531,Mon Jan 08 09:41:04 +0000 2018,0.929,0.0,0.071,@Fox,"“we placate ourselves with the fallacy of meritocracy by insisting that we just don’t see race.

to claim to not se… https://t.co/l54ttwldng"
323,0.0,Mon Jan 08 07:22:13 +0000 2018,1.0,0.0,0.0,@Fox,"squad goals—natalie portman.

https://t.co/tqh3f728sj"
324,0.296,Mon Jan 08 05:11:05 +0000 2018,0.901,0.0,0.099,@Fox,"@web_goddess yep, the cost depends on the amount of tickets. we also have to find people to cover childcare + live… https://t.co/xvm6lpxqbg"
325,0.3182,Mon Jan 08 05:08:00 +0000 2018,0.909,0.0,0.091,@Fox,"“for too long women have not been heard or believed if they dared to speak the truth to power. 

the time of brutal… https://t.co/zjh4q1rkzq"
326,0.802,Mon Jan 08 05:04:22 +0000 2018,0.455,0.0,0.545,@Fox,@butwhoiskat email is best :) hi at thefox.is.
327,0.0,Sun Jan 07 23:36:57 +0000 2018,1.0,0.0,0.0,@Fox,@callmevlad what i mean is that organisations don’t recognise community work as “valuable experience” outside of re… https://t.co/1atdscbocn
328,-0.296,Sun Jan 07 23:17:28 +0000 2018,0.476,0.524,0.0,@Fox,stop whitewashing diversity.
329,0.636,Sun Jan 07 23:17:08 +0000 2018,0.193,0.0,0.807,@Fox,@mylesborins congratulations! ?
330,-0.6478,Sun Jan 07 23:15:04 +0000 2018,0.763,0.237,0.0,@Fox,"what really annoys me is no companies recognising community work while here i am doing product, sales, design, deve… https://t.co/47oqlduqux"
331,-0.5707,Sun Jan 07 23:06:14 +0000 2018,0.39,0.61,0.0,@Fox,"@maybekatz no bras, no masters!"
332,0.5267,Sun Jan 07 22:06:10 +0000 2018,0.708,0.066,0.226,@Fox,"@web_goddess yep, there’s nothing here for senior staff. i wouldn’t look for opportunities in australia. the pay is… https://t.co/vd7wdv6qzf"
333,-0.2862,Sun Jan 07 21:27:38 +0000 2018,0.745,0.153,0.102,@Fox,"it’s deeply saddening to see very little to zero commitment to progressing the tech industry, especially from tech giants."
334,0.6486,Sun Jan 07 21:23:06 +0000 2018,0.762,0.0,0.238,@Fox,to make it clear: the support for jsconf and cssconf australia diversity programs comes from a few smaller australi… https://t.co/p4ooemtijl
335,0.0,Sun Jan 07 06:04:08 +0000 2018,1.0,0.0,0.0,@Fox,i’ve spent a little bit of time with my photo backlog today and decided to publish a few selected shots to… https://t.co/erhjfvffzs
336,0.8122,Sun Jan 07 04:16:20 +0000 2018,0.682,0.0,0.318,@Fox,"@unsplash ????? that makes sense, thank you! 

probably good idea to add it somewhere to the help section as i coul… https://t.co/wwyzek5lew"
337,0.0,Sun Jan 07 04:10:19 +0000 2018,1.0,0.0,0.0,@Fox,"rt @lilyevansmfc: why some women are ""rude"" or ""cold"" or ""standoffish"" to men in public: a thread"
338,0.4754,Sun Jan 07 03:59:03 +0000 2018,0.655,0.116,0.229,@Fox,"rt @veryann0yed: reasons to hit the gym that aren’t patriarchal beauty standards:
- outrun the cops
- outlive ur enemies
- more stamina for…"
339,0.0772,Sun Jan 07 01:41:59 +0000 2018,0.642,0.195,0.163,@Fox,"@unsplash ? are uploads limited in quantity? i can find the limit in the ui, but no help articles."
340,0.6369,Sat Jan 06 22:42:50 +0000 2018,0.826,0.0,0.174,@Fox,@emilygorcenski this reminds me of the best sign i’ve seen at a pharmacy in australia. must be in the men’s section. https://t.co/vdkv6hxbil
341,0.0,Sat Jan 06 22:29:07 +0000 2018,1.0,0.0,0.0,@Fox,went to see jungle for the second time yesterday. first row. ? (iphone x) https://t.co/wtd2cq8jjq
342,0.0,Sat Jan 06 22:24:27 +0000 2018,1.0,0.0,0.0,@Fox,@anubhamane ??
343,0.0,Sat Jan 06 22:24:22 +0000 2018,1.0,0.0,0.0,@Fox,"rt @anubhamane: followong the tips given by @fox , this time i didn't copy but myself wrote code of conduct for an upcoming python event. t…"
344,-0.8957,Fri Jan 05 23:47:14 +0000 2018,0.458,0.448,0.095,@Fox,"finally @jack confirms that “world leaders” can freely incite violence, harass and abuse on twitter because no rule… https://t.co/vp8os6igoo"
345,0.0,Fri Jan 05 21:43:52 +0000 2018,1.0,0.0,0.0,@Fox,@shpigford doesn’t have cables would probably yield millions too.
346,0.6808,Fri Jan 05 21:43:06 +0000 2018,0.704,0.049,0.246,@Fox,"rt @frameshiftllc: ask me about giving this talk at your tech company, on how it can implement the paradox of tolerance while valuing free…"
347,0.0,Fri Jan 05 21:42:45 +0000 2018,1.0,0.0,0.0,@Fox,@waferbaby dan you should know how to australia properly
348,0.0,Fri Jan 05 21:41:49 +0000 2018,1.0,0.0,0.0,@Fox,rt @mspowahs: pictured: the difference between diversity and inclusion https://t.co/7lnrn04mhc
349,0.0,Fri Jan 05 20:34:32 +0000 2018,1.0,0.0,0.0,@Fox,rt @mspowahs: trans femgineer culture is having to email the organizers of all the women who ______ events to specifically verify trans inc…
350,0.4588,Fri Jan 05 20:25:36 +0000 2018,0.824,0.0,0.176,@Fox,@bitandbang ?? i’ve seen it around. i’ll have a look once be cfp is out. :)
351,0.8399,Fri Jan 05 20:24:49 +0000 2018,0.667,0.0,0.333,@Fox,@lsmith the changes were dropped. i’m happy with it as i have very supportive patrons. it’s nice to have some rewar… https://t.co/aytblwqcdg
352,0.0,Fri Jan 05 09:44:04 +0000 2018,1.0,0.0,0.0,@Fox,@lsmith not yet.
353,0.4019,Fri Jan 05 05:56:56 +0000 2018,0.886,0.0,0.114,@Fox,"@asher_wolf do you maybe know any orgs who would help or could you aid in spreading the word to aussies? ?? 

https://t.co/vbgv6k7bow"
354,0.8705,Fri Jan 05 05:15:16 +0000 2018,0.659,0.0,0.341,@Fox,"we’re able to welcome ~25 people at this moment, but would love to extend an invitation to all of the participants.… https://t.co/exebivbydg"
355,0.4574,Fri Jan 05 05:09:23 +0000 2018,0.87,0.0,0.13,@Fox,if you know or run a company in australia (or anywhere!) that could help us send 62 people from underrepresented gr… https://t.co/pp59rvfvfr
356,0.4939,Fri Jan 05 05:02:08 +0000 2018,0.833,0.0,0.167,@Fox,"if you want to have a real impact and lives of underrepresented groups, here’s a good way to do it. dm or email. (t… https://t.co/irkxhrlsfw"
